State,Description,Plate Image,Source
MS,Mississippi - William Carey University,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/MS/William%20Carey%20University_jpg.jpg),[Source](William%2520Carey%2520University_jpg.jpg?itok=22zBM4i3)
MS,Mississippi - Youth Soccer Association,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/MS/Youth%20Soccer%20Association_jpg.jpg),[Source](Youth%2520Soccer%2520Association_jpg.jpg?itok=sCBTguQ7)
MS,Mississippi - Zeta Phi Beta Sorority,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/MS/Zeta%20Phi%20Beta_jpg.jpg),[Source](Zeta%2520Phi%2520Beta_jpg.jpg?itok=7VsPJs5u)
UT,Utah - Disabled Skier,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/disabledskier.png),[Source](https://dmv.utah.gov/plates/disabled)
UT,Utah - Disabled,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/disabled.png),[Source](https://dmv.utah.gov/plates/disabled)
UT,Utah - Disabled Arches,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/disabledarches.png),[Source](https://dmv.utah.gov/plates/disabled)
UT,Utah - In God We Trust,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/united.png),[Source](https://dmv.utah.gov/index.php?page_id=1700)
UT,Utah - Life Elevated Skier,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/skier.png),[Source](https://dmv.utah.gov/index.php?page_id=1705)
UT,Utah - Life Elevated Arches,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/arches.png),[Source](https://dmv.utah.gov/index.php?page_id=1711)
UT,Utah - Off-Highway Vehicle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/ohv.png),[Source](https://dmv.utah.gov/index.php?page_id=5139)
UT,Utah - Utah Centennial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/centennial.png),[Source](https://dmv.utah.gov/index.php?page_id=1716)
UT,Utah - Ski Utah!,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/skiutah.png),[Source](https://dmv.utah.gov/index.php?page_id=1720)
UT,Utah - Olympic,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/olympic.png),[Source](https://dmv.utah.gov/index.php?page_id=1723)
UT,Utah - Utah,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/utah.png),[Source](https://dmv.utah.gov/index.php?page_id=1726)
UT,Utah - Amateur Radio,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/amateurradio.png),[Source](https://dmv.utah.gov/index.php?page_id=1738)
UT,Utah - Autism Awareness,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/autism.png),[Source](https://dmv.utah.gov/index.php?page_id=1741)
UT,Utah - Boy Scouts of America,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/bsa.png),[Source](https://dmv.utah.gov/index.php?page_id=1747)
UT,Utah - Boys and Girls Clubs,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/boysgirls.png),[Source](https://dmv.utah.gov/index.php?page_id=1750)
UT,Utah - Cancer Research,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/cancerresearch.png),[Source](https://dmv.utah.gov/index.php?page_id=1753)
UT,Utah - Children’s Issues,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/children.png),[Source](https://dmv.utah.gov/index.php?page_id=1757)
UT,Utah - Civil Air Patrol,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/cap.png),[Source](https://dmv.utah.gov/index.php?page_id=2209)
UT,Utah - Clean Fuel – Clean Air,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/cleanfuel.png),[Source](https://dmv.utah.gov/index.php?page_id=1760)
UT,Utah - Collegiate – Brigham Young University,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/byu.png),[Source](https://dmv.utah.gov/index.php?page_id=1763)
UT,Utah - Collegiate – College of Eastern Utah,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/ceu.png),[Source](https://dmv.utah.gov/index.php?page_id=1766)
UT,Utah - Collegiate – Ensign College,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/ensigncollege.png),[Source](https://dmv.utah.gov/index.php?page_id=1777)
UT,Utah - Collegiate – Salt Lake Community College,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/slcc.png),[Source](https://dmv.utah.gov/index.php?page_id=1785)
UT,Utah - Collegiate – Snow College,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/snow.png),[Source](https://dmv.utah.gov/index.php?page_id=1792)
UT,Utah - Collegiate – Southern Utah University,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/suu.png),[Source](https://dmv.utah.gov/index.php?page_id=1799)
UT,Utah - Collegiate – University of Utah (2 options available),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/uofu-1.png),[Source](https://dmv.utah.gov/index.php?page_id=1673)
UT,Utah - Collegiate – Utah State University,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/usu.png),[Source](https://dmv.utah.gov/index.php?page_id=1802)
UT,Utah - Collegiate – Utah Tech University,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/utahtech.png),[Source](https://dmv.utah.gov/index.php?page_id=1769)
UT,Utah - Collegiate – Utah Valley University,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/uvu.png),[Source](https://dmv.utah.gov/index.php?page_id=1805)
UT,Utah - Collegiate – Weber State University,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/wsu.png),[Source](https://dmv.utah.gov/index.php?page_id=1809)
UT,Utah - Collegiate – Western Governors University,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/wgu.png),[Source](https://dmv.utah.gov/index.php?page_id=1812)
UT,Utah - Collegiate – Westminster College,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/westminster.png),[Source](https://dmv.utah.gov/index.php?page_id=1817)
UT,Utah - Disabled Person,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/disabled.png),[Source](https://dmv.utah.gov/index.php?page_id=1820)
UT,Utah - Disabled Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/disabledveteran.png),[Source](https://dmv.utah.gov/index.php?page_id=1823)
UT,Utah - Donate Life,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/donatelife.png),[Source](https://dmv.utah.gov/index.php?page_id=4944)
UT,Utah - Emergency Medical Technician (EMT),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/emt.png),[Source](https://dmv.utah.gov/index.php?page_id=1826)
UT,Utah - Farm Vehicle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/farmvehicle.png),[Source](https://dmv.utah.gov/index.php?page_id=1840)
UT,Utah - Firefighter,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/firefighter.png),[Source](https://dmv.utah.gov/index.php?page_id=1845)
UT,Utah - Former Prisoner of War (POW),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/pow.png),[Source](https://dmv.utah.gov/index.php?page_id=1848)
UT,Utah - Fraternal Initiatic Order,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/fraternalorder.png),[Source](https://dmv.utah.gov/index.php?page_id=4847)
UT,Utah - Gold Star,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/goldstar.png),[Source](https://dmv.utah.gov/index.php?page_id=1851)
UT,Utah - Historic Black & White,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/historic-bw.png),[Source](https://dmv.utah.gov/index.php?page_id=5112)
UT,Utah - Honorary Consul,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/consul.png),[Source](https://dmv.utah.gov/index.php?page_id=1855)
UT,Utah - Honoring Heroes,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/heroes.png),[Source](https://dmv.utah.gov/index.php?page_id=1859)
UT,Utah - Humanitarian Service,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/humanitarian.png),[Source](https://dmv.utah.gov/index.php?page_id=1862)
UT,Utah - Martin Luther King,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/mlk.png),[Source](https://dmv.utah.gov/index.php?page_id=4374)
UT,Utah - National Basketball Association (NBA) – Utah Jazz,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/nba.png),[Source](https://dmv.utah.gov/index.php?page_id=1865)
UT,Utah - National Guard,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/nationalguard.png),[Source](https://dmv.utah.gov/index.php?page_id=1868)
UT,Utah - National Men’s Soccer – Real Salt Lake,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/rsl.png),[Source](https://dmv.utah.gov/index.php?page_id=1872)
UT,Utah - No More Homeless Pets,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/pets.png),[Source](https://dmv.utah.gov/index.php?page_id=1875)
UT,Utah - Pearl Harbor Survivor,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/pearlharbor.png),[Source](https://dmv.utah.gov/index.php?page_id=1883)
UT,Utah - Prostate Cancer Awareness,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/prostatecancer.png),[Source](https://dmv.utah.gov/index.php?page_id=1886)
UT,Utah - Public Education Support,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/education.png),[Source](https://dmv.utah.gov/index.php?page_id=1890)
UT,Utah - Purple Heart/Combat Wounded,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/purpleheart.png),[Source](https://dmv.utah.gov/index.php?page_id=1894)
UT,Utah - Search and Rescue Teams,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/searchrescue.png),[Source](https://dmv.utah.gov/index.php?page_id=1897)
UT,Utah - Share the Road,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/sharetheroad.png),[Source](https://dmv.utah.gov/index.php?page_id=1901)
UT,Utah - Snowmobiler,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/snowmobile.png),[Source](https://dmv.utah.gov/index.php?page_id=1905)
UT,Utah - Soil Conservation,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/soilconservation.png),[Source](https://dmv.utah.gov/index.php?page_id=1908)
UT,Utah - Special Interest Vehicle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/specialinterestvehicle.png),[Source](https://dmv.utah.gov/index.php?page_id=1911)
UT,Utah - State Legislator,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/legislator-white.png),[Source](https://dmv.utah.gov/index.php?page_id=1914)
UT,Utah - United State Congress,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/congress-white.png),[Source](https://dmv.utah.gov/index.php?page_id=1918)
UT,Utah - Utah Housing Opportunity (Realtor),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/utahhousing.png),[Source](https://dmv.utah.gov/index.php?page_id=1922)
UT,Utah - Utah Law Enforcement Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/lawenforcementmemorial.png),[Source](https://dmv.utah.gov/index.php?page_id=3707)
UT,Utah - Veterans – Air Force,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/airforce.png),[Source](https://dmv.utah.gov/index.php?page_id=1927)
UT,Utah - Veterans – American Legion,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/americanlegion.png),[Source](https://dmv.utah.gov/index.php?page_id=1929)
UT,Utah - Veterans – Army,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/army.png),[Source](https://dmv.utah.gov/index.php?page_id=1931)
UT,Utah - Veterans – Coast Guard,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/coastguard.png),[Source](https://dmv.utah.gov/index.php?page_id=1925)
UT,Utah - Veterans – Marines,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/marines.png),[Source](https://dmv.utah.gov/index.php?page_id=1933)
UT,Utah - Veterans – Navy,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/navy.png),[Source](https://dmv.utah.gov/index.php?page_id=1935)
UT,Utah - Veteran Combat Theater – Air Force Combat Action Medal,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/vet-cam.png),[Source](https://dmv.utah.gov/index.php?page_id=1940)
UT,Utah - Veteran Combat Theater – Army Combat Action Badge,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/vet-cab.png),[Source](https://dmv.utah.gov/index.php?page_id=1942)
UT,Utah - Veteran Combat Theater – Army Combat Infantry Badge,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/vet-cib.png),[Source](https://dmv.utah.gov/index.php?page_id=1944)
UT,Utah - Veteran Combat Theater – Marine & Navy Combat Action Ribbon,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/vet-car.png),[Source](https://dmv.utah.gov/index.php?page_id=1946)
UT,Utah - Vintage Vehicle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/vintagevehicle.png),[Source](https://dmv.utah.gov/index.php?page_id=1949)
UT,Utah - Wildlife – Eagle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/wildlifeeagle.png),[Source](https://dmv.utah.gov/index.php?page_id=1952)
UT,Utah - Wildlife – Elk,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/wildlifeelk.png),[Source](https://dmv.utah.gov/index.php?page_id=1954)
UT,Utah - Wildlife – Kestrel,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/wildlifekestrel.png),[Source](https://dmv.utah.gov/index.php?page_id=1956)
UT,Utah - Wildlife – Mule Deer,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/wildlifedeer.png),[Source](https://dmv.utah.gov/index.php?page_id=1961)
UT,Utah - Wildlife – Trout,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/wildlifetrout.png),[Source](https://dmv.utah.gov/index.php?page_id=1963)
UT,Utah - Women’s Suffrage,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/womenssuffrage.png),[Source](https://dmv.utah.gov/index.php?page_id=2014)
UT,Utah - Zion National Park,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/zionpark.png),[Source](https://dmv.utah.gov/index.php?page_id=1970)
UT,Utah - Publicly Owned Vehicles,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/exempt-skier.png),[Source](https://dmv.utah.gov/index.php?page_id=1977)
UT,Utah - Utah Highway Patrol,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/UT/uhp.png),[Source](https://dmv.utah.gov/index.php?page_id=1982)
KY,Kentucky - AIKCU,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/AIKCU.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000000)
KY,Kentucky - Air Force (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Air_Force_Academy.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000001)
KY,Kentucky - Air Force Academy,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Air_Force_Academy_MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000002)
KY,Kentucky - Air Force Academy (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Air_Force_Cross.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000003)
KY,Kentucky - Air Force Cross,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Air_Force_Cross_MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000004)
KY,Kentucky - Air Force Cross (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Air_Force_MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000005)
KY,Kentucky - Air Force Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Air_Force_Veteran.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000006)
KY,Kentucky - Alice Lloyd,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Alice_Lloyd.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000007)
KY,Kentucky - Alternate Speed (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Alternate_Speed_MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000008)
KY,Kentucky - Alzheimer's,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Alzheimers.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000009)
KY,Kentucky - Amateur Radio,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Amateur_Radio.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000010)
KY,Kentucky - Army Cross,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Army_Cross.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000011)
KY,Kentucky - Army Cross (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Army_Cross_MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000012)
KY,Kentucky - Army Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Army_Veteran.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000013)
KY,Kentucky - Army Veteran (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Army_Veteran_MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000014)
KY,Kentucky - Asbury,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Asbury.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000015)
KY,Kentucky - Autism Awareness,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Autism_Awareness.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000016)
KY,Kentucky - Bellarmine,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Bellarmine.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000017)
KY,Kentucky - Berea,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Berea.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000018)
KY,Kentucky - Bobcat,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Bobcat.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000019)
KY,Kentucky - Breast Cancer,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Breast_Cancer.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000020)
KY,Kentucky - Brescia,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Brescia.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000021)
KY,Kentucky - Bronze Star,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Bronze_Star.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000022)
KY,Kentucky - Bronze Star (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Bronze_Star_MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000023)
KY,Kentucky - Butterfly,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Butterfly.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000024)
KY,Kentucky - Campbellsville,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Campbellsville.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000025)
KY,Kentucky - Camping Trailer,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Camping_Trailer.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000026)
KY,Kentucky - Cardinal,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Cardinal.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000027)
KY,Kentucky - Centre,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Centre.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000028)
KY,Kentucky - Child Victim,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Child_Victim.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000029)
KY,Kentucky - Choose Life,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Choose_Life.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000030)
KY,Kentucky - Civil Air Patrol,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Civil_Air_Patrol.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000031)
KY,Kentucky - Coast Guard Acad. (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Coast_Guard_Acad._MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000032)
KY,Kentucky - Coast Guard Academy,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Coast_Guard_Academy.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000033)
KY,Kentucky - Coast Guard Vet. (MC),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Coast_Guard_Vet._MC.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000034)
KY,Kentucky - Coast Guard Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Coast_Guard_Veteran.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000035)
KY,Kentucky - Commercial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Commercial.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000036)
KY,Kentucky - Congressional,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Congressional.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000037)
KY,Kentucky - Crusade for Children,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Crusade_for_Children.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000038)
KY,Kentucky - Cumberlands,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Cumberlands.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000039)
KY,Kentucky - Curing Childhood Cancer,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Curing_Childhood_Cancer.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000040)
KY,Kentucky - Dealer,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Dealer.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000041)
KY,Kentucky - Dealer Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Dealer_Motorcycle.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000042)
KY,Kentucky - Dealer Wholesale,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Dealer_Wholesale.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000043)
KY,Kentucky - Delta Sigma Theta,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Delta_Sigma_Theta.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000044)
KY,Kentucky - Disabled Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Disabled_Motorcycle.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000045)
KY,Kentucky - Disabled Parking,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Disabled_Parking.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000046)
KY,Kentucky - Disabled Prisoner of War,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/KY/Disabled_Prisoner_of_War.png),[Source](https://secure2.kentucky.gov/kytc/plates/web/LicensePlate/Index#00000000-0000-0000-0000-000000000047)
