State,Description,Plate Image,Source
SD,South Dakota - Oglala Lakota Sioux Tribe,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/oglalalakotasiouxtribe-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/personalized-specialty-plates/)
SD,South Dakota - Rosebud Sioux Tribe	,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/rosebud-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/personalized-specialty-plates/)
SD,South Dakota - Sisseton-Wahpeton Sioux Tribe,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/sisseton-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/personalized-specialty-plates/)
SD,South Dakota - Standing Rock Sioux Tribe	,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/standingrock-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/personalized-specialty-plates/)
SD,South Dakota - Yankton Sioux Tribe	,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/yankton-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/personalized-specialty-plates/)
SD,South Dakota - Air Force Cross Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/airforcecross-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Air Force Cross Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/airforcecross-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Bronze Star Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/bronzestar-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Bronze Star Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/bronzestar-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Bronze Star with Valor Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/bronzestarvalor-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Bronze Star with Valor Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/bronzestarvalor-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Distinguished Flying Cross Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/distinguishedflyingcross-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Distinguished Flying Cross Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/distinguishedflyingcross-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Distinguished Service Cross Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/distinguishedservicecross-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Distinguished Service Cross Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/distinguishedservicecross-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Disabled Veteran Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/disabledveteran-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Disabled Veteran Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/disabledveteranmotorcycle-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Medal of Honor Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/medalofhonor-plate-optimized.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - National Guard Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/nationalguard-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Navy Cross Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/navycross-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Navy Cross Plates - Motorcyle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/navycross-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Pearl Harbor Survivor Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/pearlharborsurvivor-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - POW Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/prisonerofwar-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - POW Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/prisonerofwar-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Purple Heart Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/purpleheart-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Purple Heart Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/purpleheart-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Silver Star Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/silverstar-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Silver Star Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/silverstar-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Gold Star Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/goldstar-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Gold Star Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/goldstar-motocycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/specialty-military-plates/)
SD,South Dakota - Air Force Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/airforceveteran-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Air Force - Woman Veteran Vehicle Plate	,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/womanveteranairforce-plate-optimized.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Air Force - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/airforceveteran-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Army Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/armyveteran-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Army Plates - Woman Veteran Vehicle Plate        ,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/womanveteranarmy-plate-optimized.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Army Plates - Motorcycle Plate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/armyveteran-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Coast Guard Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/coastguardveteran-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Coast Guard Plates - Woman Veteran Vehicle Plate        ,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/womanveterancoastguard-plate-optimized.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Coast Guard Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/coastguardveteran-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Marine Plates        ,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/marineveteran-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Marine Plates - Woman Veteran Vehicle Plate        ,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/womanveteranmarine-plate-optimized.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Marine Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/marineveteran-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Navy Plates	,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/navyveteran-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Navy Plates - Woman Veteran Vehicle Plate        ,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/womanveterannavy-plate-optimized.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Navy Plates - Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/navyveteran-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Cheyenne River Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/cheyenneriversiouxtribeveteran-plate.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Crow Creek Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/crowcreektribeveteran-plate.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Lower Brule Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/flandreausiouxtribeveteran-plate.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Flandreau Santee Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/lowerbruletribeveteran-plate.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Oglala Lakota Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/oglalalakotasiouxtribeveteran-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Rosebud Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/rosebudsiouxtribeveteran-plate.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Sisseton-Wahpeton Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/sissetonwhapetonoyatetribeveteran-plate.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Standing Rock Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/standingrocksiouxtribeveteran-plate.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Yankton Sioux Tribe - Veteran,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/MISSING.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Air Force Vehicle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/air-forceactiveduty-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Army Vehicle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/airforceactiveduty-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Coast Guard Vehicle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/armyactiveduty-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Marine Vehicle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/armyactiveduty-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Navy Vehicle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/coastguardactiveduty-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Air Force Motorcycle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/coastguardactiveduty-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Army Motorcycle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/marineactiveduty-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Coast Guard Motorcycle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/marineactiveduty-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Marine Motorcycle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/navyactiveduty-plate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Navy Motorcycle Plate - Active Duty,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/navyactiveduty-motorcycleplate.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/military-plates-veteran-tribal-active-duty/)
SD,South Dakota - Permanently Disabled Person Plates,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/approved-disabled-person-and-veteran-license-plate-design-for-2021-reissue_page_2.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/disabled-parking-permits-plates/)
SD,South Dakota - Permanently Disabled Person - Motorcycle Plate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/sddmvmdis4_disabled-person-mc71-01.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/disabled-parking-permits-plates/)
SD,South Dakota - Disabled Veteran Plates	,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/approved-disabled-person-and-veteran-license-plate-design-for-2021-reissue_page_1.jpg),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/disabled-parking-permits-plates/)
SD,South Dakota - Disabled Veteran Plates - Motorcycle (State),![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/SD/sddmvmdvm4_disabled-veteran-mc41-01.png),[Source](https://dor.sd.gov/individuals/motor-vehicle/cars-trucks-vans/disabled-parking-permits-plates/)
ND,North Dakota - Standard,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/standard.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - General Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/motorcycle.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Standard Trailer,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/trailer.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Official,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/official.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Mobility Impaired,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/hdicap.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Unconventional,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/unconventional.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - ATV Off Highway,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/offhighway.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - National Guard,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/nationalguard.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Prisoner of War,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/pow.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Veteran Air Force,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-airforce.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Veteran Army,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-army.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Veteran Coast Guard,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-coastguard.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Veteran Marine,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-marine.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Veteran Navy,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-navy.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Veteran Non-Branch,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-nonbranch.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Veteran Purple Heart,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-purpleheart.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Gold Star Family Plate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-goldstar.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Veteran Space Force,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vet-spaceforce.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Antique,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/pioneer.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Antique Motorcycle,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/motorcyclepioneer.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Collector,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/collector.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - ND Cowboy Hall of Fame,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/cowboy.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Ducks Unlimited,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/ducks.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Firefighters,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/firefighter.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Future Farmers of America,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/futurefarmers.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - NDSU,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/ndsu.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - MSU,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/msu.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Pheasants for the Future,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/pheasantsFuture.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - HIT Inc.,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/hit-inc.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - VCSU,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/vcsu.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - DSU,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/dsu.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Choose Life,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/life.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Support our Veterans,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/suppvets.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Lignite Coal,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/ligniteCoal.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Rocky Mountain Elk Foundation,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/rmef.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - ND Bowhunters Association,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/ndba.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - University of Jamestown,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/uofjamestown.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - University of North Dakota,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/und-aaf.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Sanford Medical Center,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/sanfordMedicalCenter.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Northwood Hockey Boosters,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/northwoodHockeyBoosters.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - North Dakota Farmers Union Foundation,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/farmersunion.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - University of Mary,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/umary.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Pheasants Forever,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/pheasantsForever.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - North Dakota Center for Nursing,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/nursing.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
ND,North Dakota - Boonie Stomper,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/ND/boonieStomper.jpg),[Source](https://apps.nd.gov/dot/mv/mvrenewal/plateSearch.htm)
